Description,Category
"Semiautos Are For Faggots 
It should be noted the high rate of homosexuality among semiauto uzi owners versus true submachinegun owners.",1
"Oh come,  on not again.  Admins, stop wasting time and just permaban, you know the situation won't change.",1
"Hello there Harris7, welcome to Wikipedia! I hope you like the place and decide to stay. If you ever need editing help visit Wikipedia:How does one edit a page or how to format them visit our manual of style. Experiment at Wikipedia:Sandbox. If you need pointers on how we title pages visit Wikipedia:Naming conventions. If you have any other questions about the project then check out Wikipedia:Help or add a question to the Village pump.  20:47 26 Jun 2003 (UTC)",0
"Hi Zad68, yeah that would be awesome if you got it passed as a FA! I'm currently working in Brazil at the moment and just logged in to update my userpage that I won't be active for about three months, so unfortunately I won't be able to help out. Hope it goes well! Cheers,",0
"Sad.
AWESOME
Glad this guy is gone, but I doubt he got a life.  Just changed his name to appear less pathetic I guess.214.13.192.187",0
Kansas Bear is not american . he is working for racist governments,1
"nope... 

NO i do NOT fucing think so!!!!!

No way!

YOU WILL NOT GET AWAY WITH IT!

CAPICHE???

@%",0
from Sutton's office,0
"Violationg of Rules at the Ridiculously lame Wikipedia site
To whom it may concern, I was mean and made Little Red Fag in Hood cry. Boo Who like the little wimp that he is. SO, by dawn, before the cock crows as it were, I will be banned. As sad as that is to hear, you won't be hearing from me anymore because RhodeRedAss is not happy with me, and you know how it is, if Red don't like it, he cries till he gets is way. 

so, to take the high road, I quit. I quit. I am done editing. Wow. I am going to miss this place, what will I do with myself?

Fried chicken....mmmmmmm",1
"Fuck you all, antisemitic faggots. 128.69.234.194",1
REDIRECT Talk:Boeing B-47 survivors,0
"and I'll stop with the over 3 pseudo-reverts  but I would like a resolution (particularly on the Castro article) soon. This user's impossible to deal with.  03:36, 26 Mar 2005 (UTC)",0
"That´s your point of view. I understand that you got banned because of your behaviour incl. copyvio, spamming and selfpromo among others. And probably because of your bad manners",0
"Alright, anime and manga have almost nothing to do with this except actually using this little trick, they never made it, and this is probably some little anime nerd going in and adding useless crap about the series that makes him squeal like a girl the most.

When i think hammer space, i think of warner brother's cartoons, i don't think of anime.

billions of more people know about warner brothers and know about bugs bunny and company, adding anything to do with anime and manga is unnecessary",0
how can it be almost certain when it has been CONFIRMED.  Just fuck off,1
"Well, they presented number of documents that were hidden by Serb authorities which showed that not just Scorpions had been part of Serbian Security Foreces or MUP of Serbia, but also other units. They also showed that all unites were controlled from Belgrade, orders, plans for attack etc. If you are interested for your research for that documentation, you can send an e-mail to Bosnian TV: [politicki.magazin@rtvfbih.ba]  

Also, I just want to say that this person under nick  is sockpuppet (earlier know as Osli) who is Swedish Serb who keeps denying the genocide.",0
"""Obama is NOT """"African American"""" you jackasses. He is """"Afro-European American"""".  Stop reporting lies and having fake debates like the scumbags in the mainstream media.

""",1
mind yo damn buisness,0
"Appropriate word 

Being a non-native speaker of English, I sometimes need a help on syntax and correct wording. I'll be thankful if you help me about a certain verb: A group of people decide to form a new political party and they leave their former party. In this case what may be  the correct verb; issue, exit, leave, renounce or any other verb. Cheers.",0
"B1/B2 

Is there a reason you redirected the article on invitation letters to B1/B2 visas? Although it is in regard to that visa type, no where in the redirect page does it address the how to of the letterwhat goes into it, etc. Furthermore, I had the Consular Section of the US Embassy read before I posted it to verify accuracy. The purpose was to help people understand and clarify what they needed to include in such letters and your redirect does them a disservice.",0
"Fuck off 

Stop vandalising stuff, thanks",1
No probs. BASTARD!,1
The answer is either yes or no. Are you stating that the LIBRARY OF CONGRESS is NOT a reliable source?96.237.123.191,0
"Question 

Can i squeeze your boobs until they pop out?",0
I'm citing your mother.,1
Why do you allow editing and then change them back. I left a fact not an opinion,0
"Sup teagger 

Stop being such a teabagger

160.94.140.100  
Not a teabagging douche",1
"""::YOU have described, the modus operandi of one self described supported of the Democratic Party , Gamailiel as had years to hone his """"finely tuned kraft"""" of bias, steering, and snarky comments, while he wields the ban button to any one he is scared off. His history in this is unquestioned. His Hypocrisy knowns no bounds.  Him and his cadra of """"meat puppets"""" have long histories of """"Owning"""" WP:OWN and abusing of process and power for his (their) own political ends ( plaining stated on his own talk page """"ready to fuck you up old school"""".  In the long run you will hurt wikipedia and your self, due to the high stakes nature of this game, and the fact that you have no morel or logical ethical leg to stand on.

""",1
"Revelation of a question. 

Was your mother a nigger?
That would explain alot.
SSing",0
reid is a damn good actor,0
Yeah until it busts...,0
"Truly, hell hath ice cubed.   Defending JDogg?  It was a joke..juvenile?  Yes.  (Beavis and Butthead/Southpark fans unite!!)   But a violation of BLP?  No.  Lighten up (for the moment..until Josh says something really stupid)",1
"And now for some... amusement 

After all the times you have thwarted me... After all the times my plans for world domination were foiled by your meddlesome interference... After all the countless times you escaped at the very last moment, finally, I, Butros The Mighty, have defeated you, Crum375, Space Commander From Swalwell! 
How long I have awaited this glorious triumph! The Emperor Of The Universe has secured his dominion on this day! And now that my long struggle is over, how about a little... amusement?
With a clap of my jewel-bedecked hands, I summon the scantily clad dancing girls of my Pan-Galactic Slave-Harem. 
I have destroyed your accursed vessel, Star Of Abuse III, and melted it into slag, from which the galaxy's greatest artisans have forged a grand, towering statue... of me! A statue even larger and grander than the one you toppled, pinning me under its plinth, the day you nearly destroyed my Throne Room! The statue stands here in the Grand Ballroom of my Great Celestial Palace, covered in a gigantic space-tarp, but not so fast, Crum, we are not yet ready for the grand unveiling. 
I have captured the traitorous Princess Angela and her rebel allies from the Spaceship Tax Evader and immobilized them in geo-stationary orbit above my palace. At the merest touch of a button, I can activate the Astro-Detonator and delight the assembled billions here with a fireworks display the likes of which the great Butronian Empire has never seen! Princess Angela may be my own daughter, but that will not stop me from turning her and her fellow Wiki-lovers into space-dust. Even now, helplessly strapped into titanium space-manacles, they witness all I say and do on the Projecto-Screen of the Gallant. Hello, my fair daughter. How does it feel to lay eyes once again on your own... DOOM?
Ha ha ha ha ha!
See how I have seized your puny Earth friends, your boob-lover helper Guy Chapman and boy sidekick Jayjg? They too shall be forced to look on as I gorge in ecstasy at your failure and destroy your planet! Even now, I can see they long for me to discharge the Fang-Creatures of Carnivoron into their glass-walled prison, thus releasing them from the agony of witnessing my victory... But no! First, they will watch you writhe in defeat!
And that is not all, Crum! Surely, even slung in your titanium chains above the Flames Of Hate, you can see that to my right I have, held at Blasto-Ray-point by my Robo-Legionnaires, bound and displayed for all to see... Jimbo Wales and his Rocket Squad! Repturova, the Talurnian walking-lizard spy who betrayed me by joining you! Weissus, commander of the Valkyrie War-Jet Platoon! And last but not least... your beloved Julian Van August!
And now, with the merest wave of my Hypno-Scepter... Watch as your darling Earth friend tumbles under my spell. DANCE! Dance for my amusement! Let the sight of your seductively writhing body, contorting itself for my viewing pleasure, be the last thing Crum sees before she is lowered into the Flames! 
Tears?! Do I see tears in the eyes of the brave Crum375, also kown as Linda Mack? Oh-ho! Even I, in my most sinister, depraved dreams, would never have imagined it!
DANCE FOR MY AMUSEMENT! NEH-HEH heh-heh-heh-heh! HA HAHAHAHA!
How glorious! At last, with trumpet fanfare from my Astro-Orchestra, I order the curtain raised from my statue and...WHAT?!! ... It's a newly rebuilt Star Of Abuse IV! And who is that emerging from the gangplank? Crum, herelf?! 
NO! 
Buddy Jayjg has activated a hidden radio signal! The Rocket Squad is bursting free and shrinking my Robo-Legionnaires into nothing with Transmut-O-Bracelets concealed in their manacles! Weissus swings his mighty Space-Mace, smashing the controls to my torturous devices! My Hypno-Scepter, forced from my grasp by Prince Kazak's Magneto-Shooto-Beam! Julian Van August, running free into the awaiting arms of... CRUM?
Then, who is the prisoner suspended above the Flames Of Hate? What? Emitting the telltale sparks and ear-smoke of an android double? Drat! It's nothing more than a simple robo-mannequin decoy! 
Aiyeee! The Spaceship Gallant, with Princess Angela at the helm, is dive-bombing the Great Celestial Palace! Billowing clouds of space-smoke! Crowds running everywhere! Kaff! I'm choking! Kaff, kaff! Victory has—kaff—slipped through my fingers—kaff, kaff!—once again! Kaff, kaff!—CURSE YOU, CRUM kaff 375! Kaff! CURSE kaff YOU kaff FOREVER! Kaff, kaff, kaff, kaff...

THE END",0
"Measurement units 

How about square miles?
People creating over 20% of the World's output, plus a much larger % of readers, plus in the home country of Wikipedia HQ use the English System.
Moreover, for English readers, over 3/4 don't use metric.",0
Stop being a douchebag prick monkeynut.,1
IP user stated elsewhere that he would refrain from posting messages to talk page https://en.wikipedia.org/w/index.php?title=User_talk%3A24.15.78.1&diff;=580331612&oldid;=580331570.,0
You must have a VERY small penis. 207.237.233.142,1
This whole article sucks the balls. How did it become the article of the day? Its confusing multiple times just in the opening and the whole thing reeks of POV and trying to balance the POV.,1
Commonwealth Realm Protected Status,0
"Articles with unsourced statements 

I saw that this article is put to the  Articles with unsourced statements. Much of the facts that I have writen are from old newspapers and from this site: http://countrystudies.us/south-africa/ 
If there is anything I have done wrong or something that I should not done, please let me know. �",0
"Nowhere in the links you provided do I see that MPAA and BBFC classifications are non-notable. They are notable enough to have Wikipedia articles devoted to them. The information is displayed prominently at the beginning of almost all previews and in advertising for movies because of its notability. The information includes the UK and the US, the two largest English-speaking countries. How can you assert there is a Worldview bias?",0
"I will castrate you and roast your testicles 

Then I will feed them to you",1
"Then again, the fact that the Wikipedians have brought you into the fold even though you're 15 does support the opinion that they're paedophiles grooming adolescents.",1
I'm not sure what to do for the best here.,0
"Fuck this bot 

Fuck you cluebot you suck quit reverting my shit man! Faggot! 70.234.221.234",1
"More evidence is required before accepting such a claim. Please quote your source in order to identify the report. It could have been also Bf 109G-2/trop captured in damaged state in the Western Desert in late 1942. 
Also, the G-14 was not coming into operation until July 1944, G-10 not until October 1944. High altitude G-6/AS with MW injection however was operational since March/April 1944.",0
I'd rather be a troll than the north end of a south bound mule.,1
"Hey mel, want my number? 

I'll suck that geriatric cock of yours, big man. D'yo like that, huh? I'm a good girl with a tight ass and petite frame who needs to be taught a lesson.",1
"While we need to be careful how we use the logos of organisations and television channels, the guidelines you are referring to above on how not to use the logo are in fact referring to the BBC logo rather than that of BBC One. If you would like to contact the BBC and ask whether using a black version of the BBC One logo is acceptable then we can truly sort out which image is best.",0
"Review 

Hi, I noticed that you are doing a GA review of the parathyroid glands. The biochemistry and physiology of these glands is complicated and I would think that you will need to ask WP:Medicine for support at some stage of the review. Of course, there is nothing wrong with GA reviewers asking for assistance when needed. I would think that the article would need to include an account homeostatic feedback, and also include renal bone disease, primary hyperparathroidism, secondary hyperparathyroidism and tertiary hyperparathyroidism.",0
"What I know is entirely from the law case reports. -| — ntnood 17:27, July 19, 2005 (UTC)",0
"Seriously, hand him the tools - he wouldn't.",0
"being initially search for.

and a parting note: GO FUCK YOURSELF",1
YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE YOU CAN EAT MY SHITHOLE,1
"Well I don't do complain IndianBio did.Also,he wants to be owner of In My City,bcoz nobody complain about me,only he do.He wants to be the owner of article.Ok I'm not gona say anything to anyone nor even I will again edit this article.
So become happy Mr. IndianBio bcoz now it's completely your article.
the user had added video counts as commercial performance and simple articles as reviews.gosh
He was unhappy with my English so I wanna tell him that I did all my edit through my Windows phone.So I can't write like him bcoz typing with a cellphone is tiring.I write in parts on talk pages in short as its kills my fingers writing in details and formatting all links.If you think you are a good writer.....change the world Bio,write novels then....hehe....Indian ho Indian raho...(  )",0
"Hey. You're only supposed to take amphetamines if you're about to launch a kamikaze attack on a US carrier.
I do know it's a lot of work. There are countless details.
If I tried to bite off that much in one mouthful, this crummy PC would crash.
Did you happen to confirm that Watchmen for example is relevant?",0
REDIRECT Talk:Civil unrest in Kenya (2007–present),0
"Yes, the ,  and such may be better candidates. Keep in mind that at this point I think I'm the only one scanning Category:Request_for_Unblock. If you added it to your scan list it would take half the load off me. )  ☎",0
"British people, or Britons,[7] are inhabitants of Great Britain[8][9] or citizens of the United Kingdom. I dont think this is about an ethnicity/race Wobbs. Haha, yous a complete fuckin moron.",1
""" March 2006 (UTC)

Or we could just call you another Mooreon idiot whose excuse for every deception of Moore's is """"But Bush tells lies tooooo!"""" Tattling on another kid didn't get you out of trouble in grade school, dumbass, it won't do anything for you here. - 09:26, 19""",0
"I see.  So administrators can be as nasty and rude and uncivil and mocking and demeaning as they like to the blocked editor on the blocked editor's talk page, but editors can't say anything back and if they do, they have to fear they will have time added to their block?  How very Department of Corrections of you.",1
"Unblock Request To Wikieditor 006 and Ale_jrb 

How could you fucking block me for saying something on my own talk page? Even wikipedia guidlines allow me to edit this even when I'm blocked. This is a blatant vendetta, and I intend to let the higher-ups know that you've been abusing your admin powers unless I am unblocked IMMEDIATELY.

Thanks -67.173.77.52",1
wow and now i bet u feel like a big man on wikipedia cause blocked me and wont respond maybe u should grow a pair and realise wikipedia is usless in real life espaecially because any paper using it as a source will just be failed so get off ur high hourse and be a man  all i did was try and stop unwarrented censorship and get someone admit they were wrong for warning my ip,0
"...and now I've edited the proof and included this new picture.  Perhaps the old proof and an accompanying picture should also be there, but I think it may need rephrasing in light of the new illustration.  00:29, 16 Feb 2004 (UTC)",0
"hello
mother fucker hijo edputa",0
"Signed 

I forgot to sign... HERE YA GO FUCKER!! 

(NOW YOU CAN'T EDIT IT)

EAT SHIT.",0
I suggest you kill yourself.,1
"hey
chck my reply to you my my talk page. YOU ARE OUT OF LINE AND ABSOLUTELY WRONG. Seems like a GANG of ANTI-SOCIAL self-appointed TALIBANS oF WP. Please get OBJECTIVE.",0
"You've just libelled me, one of many you have done, by claiming I have used socvk puppets and claiming I have done again. You are a liar. You are peddling the personal attacks. This is exactly why you shouldn't be allowed to edit WP let alone be an admin. SHameful behaviour. Why not come back in ten years or so when you've grown up?",1
"No 

YOU will be block! Now go fuck yourself before I get you removed from here, or file charges for harassing me. You want to go to prison you little cunt?",0
"You're fucking gay. Get a job and quit arguing with people on the internet. It doesn't make you cool, you aren't adding shit, you're just making it worse. Get a fucking life.",1
"Why You...!
Hammer1980,Your a son of a b-!",0
"PEOPLE ON THIS SITE SUCK  

FUCKING BAN ME. GO ON GET READY OF MY USERNAME.",0
"Giant oarfish edits 

Hi, instead of completely reverting my edit like a lazy prick, perhaps you should just remove my commentary, instead of being a lazy prick. Did I mention that you're a lazy prick? Oh, and you're a lazy prick.",1
"[edit] Oh Man...you deserve it!!!
  The RickK Anti-Vandalism Barnstar 
For being one of the most consistent and accurate vandal-fighters I have seen here...ever Jmlk17",0
"DONT YOU KNOW MOST OF THE HONGKONGESE DONT APPRECIATE OF THIS CHINESE FLAG!!! YOU DUMBASS JAPANESE!!!
HONG KONG SHOULD BE RULED BY THE HONGKONGESE OR THE BRITISH OR YOU RETARDED JAPANESE SHOULD BE RULED BY THE CHINESE!!!",1
"2010 NBA Finals and Adam Morrison 

You are annoying and ruining other people's fun please stop deleting all the edits on the 2 above pages, you are nothing but a buzzkill who is pissing other people off.",0
Thanks for reading.  I appreciate it.  You should review that bullshit policy about personal attacks.  Thanks for the entertaining response.  ),0
The above sources are reliable. All show that this is a decisive victory for the Germans. I'm afraid there is all too much bias in these articles.,0
"Eternal Pink why have you named you main guy in your crap manga because evreryone thinks the same thing that it will be fucking rubbish and it will kill all manga 
and no one thinks you can make one they all think you won't be able to finish it(or even start)",1
"I read that article BTW thanks, but IMO and IIRC that's a forum board posting, not a web page or an article that can be used.",0
One CD or song does not make a band Gothic. Nothing in there music is Gothic. It's Power Metal.,0
Some of these are also changes that should be made to other articles to create greater consistency or comprehensiveness.,0
"HEY DJBULLSHIT, WORRY ABOUT YOUR OWN TALK PAGE... 

OR LACK OF ONE YOU HAVE.",1
"wikipedians? 

just fuck off! wikipedians? hehehheheh  low life scums? eh? go get a life instead of acting gay, be a real man...",0
"Indian Subcontinent 

@thegreyanamoly

I just have to say that although afghanistan can in certain contexts be considereed south asian, it cannot be considered part of the indian subcontinent. Also, why is persian listed under languages twice? And why is dari and persian listed separately. dari is a form of persian. It would be more accurate to just write persian. And the first article that I wrote was informative, and wasn't an act of vandalism.",0
"What's your problem 

Just leave it as it is...",0
professional pedophile and rapist of cats.,1
"Point out its extremist nature, note that the term is largely used by Bulgarians, and why the term is used by Bulgarians, give some historical background. Just make it less like an all-out-attack. You know you can do it! -  ·",0
":Funny funny like funny stuff
Welcome to Wikipedia! We welcome your help to create new content, but your recent additions (such as Funny funny like funny stuff) are considered nonsense. Please refrain from creating nonsense articles. If you want to test things out, edit the sandbox instead. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",0
"WP:OFFICE and Brandt 

Hello!  In regards to Wikipedia:Community_sanction_noticeboard#Unblocking_of_Daniel_Brandt, I would like to request formal clarification as to whether JWale's recent unblock of  was a board requested WP:OFFICE operation, or if he made the unblock on his own authority.  I've left a request on his user page, but it's pretty high volume and things occasionally get lost, so I'm following up here too.  We're attempting to determine whether administrator consensus can overturn the unblock without creating risk to the foundation and/or going against the wishes of the board.  Best regards,  (☎)",0
"Wow, Docu, I can see you really enjoy finding flaws in every single think I do.  As for labeling people, I'm done labeling Kittybrewster (I've shown him up enough for his obstructive ways) but as for people in GNIS, I will say whatever I want about them.  They are not on Wikipedia & therefore I will say what I want about them.  I should note that I never labeled anyone in GNIS but I think Docu is just looking to find another flaw in my ways, not that he hasn't attempted to do that many times before.  

I'd like to thank the guy (I forget what his name is) that was arguing with Kittybrewster for being the first person to bring up an intelligent idea: Changing the name to its proper spelling!  I'd also like to thank GoldMan60 for coming up with that great idea I tried.  It was a great idea & it's too bad everyone rudely changed it without seeing it's benefits.",0
"Hey UW Dawgs 

Dude, why did you delete my comment about the oregon ducks beating the Washington Huskies? The Huskies suck, and get crushed by the ducks every year. You should be absolutely ashamed of deleting that. Oh well, I guess it's just another butthurt huskies fan. Your team is bad and you should feel bad. Keep calm and keep on sucking huskies.",1
"YOU ARE A PIECE OF F*CKING SH*T! 

f*ck you! i like to change wikipedia so back off... poophead",1
"SlimVirgin, show me the racial insult that I have used to shut up.  And MAKE SURE you know what the hell you are talking about next time.",1
"important 

you and your family shall burn! you have been warned, if you do troll muzemikes talk page i will slaughter you in your sleep. bye...",1
"THIS USER IS A PLANT FROM BRUCE PERENS AND GROKLAW 

Revoke his rights and ban him  he's an infiltrator.",1
"Not wasting my time with Wikipedia anymore 

Wikipedia doesn't pay me enough to share my wealth of knowledge here. If I, a veterinarian in practice over 20 years, get my writings about dogs arbitrarily erased in their entirely, by a person without any veterinary credentials at all, and then a second person defends this vandalism, warning ME about getting banned here, then I know I am completely wasting my time here. I feel like this is more of a video game for computer hacks than a group of academics who care about knowledge. I really am disappointed with the two people who came online here. This is a sorry thing to happen. If I say 2 + 2 = 4 and somebody who think 2 + 2 = 5 wants me to show citations that it's 4, I am gone.",0
"Are you gay?
Are you a nigger?
Are you a gay nigger?

Then the Gay Nigger Association of America is right for you!

Give me yor moneyz!",1
"A picture of Rob,
 an academic fraud and wiki bully boy",1
Please Dont fuck with us and,1
go fuck yourself XD 95.114.245.254,1
"conversation 

how are you confusing talking with vandalizing?",0
How about you fuck off and don't stalk my edits?  201.215.187.159,1
"Remember remember, the fifth of your mother 

The truth is on to you, neocon scum! You are being tracked and watched! You will be brought to light! Viva la revolución!",1
"HO

BITCH!! DELETE MY SHIT AGAIN!!",1
"Thanks, I only intended to add not delete and didn't know about the tildes, not a wiki freak and actually have a real life, sorry. 70.235.22.27",0
You are a worthless piece of shit. You must also be a knob-gobbler.,1
user:jeppiz worships the balls of jesus son of the whore and suck the penis of user:DeCausa the bastard.,1
"I personally want nothing more to do with this, as I believe many English and Italian editors would agree.  This project is ruined when it just becomes a game of extended warfare to push nationalistic ideas on Wikipedia.  You guys do not even realize this, do you?",0
", 11 February 2007 (UTC)

SSB wore saris and other attire in plays he performed in his youth, which is a common practice in India. SSB's alleged effeminacy is no different than Lord Krishna's well known effeminancy that you seem to have no problem with whatsoever. And you did not answer the question: Do you or do you not believe in the alleged genital-change stories?  talk-email 07:06",0
"If I hack your account, I am going to poop on you!

If I wikize this page, I am going to punch you in the face!",1
IM GAY AND I LIKE A HUGE DICK UP MY ASS.,1
"With profound respect I have observed this discussion, and others related. The culminating impact is summarized at the Gold Hat talk page. For perspective you are invited to review it there. I have completed respect for the diligence I have observed and the thoughtful things I have observed being said. RexxS you are undoubtedly most proficient at communicating your intentions. The only regard which compelled me to concern, was in referencing a former respect for the other participants. To relegate this to an expression of past tense carries the implications that a surplus of good intention and deed, can exhaust its full value upon a single incident. And then not emerge as sufficient reason to maintain that respect, if even for a little while. Sir, I ask you to reconsider that perspective, and consider that these two are entitled to emerge this incident with the full measure of former esteem. That does not disregard where mistakes were made. It simply means these circumstances do not rise to a level where loss of respect is an appropriate consideration. If I am correct, and the manner reflected in your words is a reflection of your insight, this is an easy answer. Please consider if you agree that respect is a bit high of a consequence to befit these circumstances?",0
"raja raja cholan was called arunmozhi varman not arunmozhi thevar 

http://books.google.com/books?id=fxeK0JLjnsgC&pg;=PA159&dq;=arun+mozhi+varman+cholan&hl;=en#v=onepage&q;=arul%20mozhi%20varman&f;=false

Caste, Catholic Christianity, and the language of conversion: social change ... By S. Jeyaseela Stephen    page 159",0
I though we were freinds now why did he undo it ur a backstabber,1
"I don't believe that. I expect that your prior account contains ample examples of prior misbehaviour, And I'm already sick of your incessant innuendo.",1
socalled deicision isnt worth shit,1
"Damn the killer Armenians... 

I damn all the killer armenians (they re even not human) who killed and burned all those women and children. I damn you...",1
"America 

America; Terrorist number one!",0
REDIRECT Talk:Sweat Monkey Sex,1
"""""""Nazi filth"""" is impolite  04:27, 20 Jan 2004 (UTC)

""",1
"OK, I've changed the lead image to something less explicit.  I think the still image in the article is necessary to illustrate relevant descriptive passages in the body of the article without being explicit. I also agree with the abridgement of the Selected Filmography.  Hopefully we have reached a reasonable editorial compromise that leaves everybody happy with this article.  User:Jaiwills",0
", but hey here's a compliment Canadian, at least you're not as big of a dumbass as that AubernPilot queer",1
"LuckyLouie, you and GoblinFace are the ones who keep undoing my edits. You are engaged in the edit war as much as I am.",0
(1) Not that I can think of. (2) I'm not sure. What good do you think this will do? You can't cite personal communications here.,0
"LOL==
The whole massacre in my opinion was fucking funny. VTECH JUST KICKED IN YO.

==",0
"By Jonasan
Yes, I am a very awkward, I am very straight forward and random. I DO NOT DISCRIMINATE, I am not a hypocrite. I am a Republican, and believe in Republican and Christian values. The band t.A.T.u. is my favorite band, i love their music not their actions. I have proof that Barack Obama is a Muslim, but I can not express myself. I believe my Freedom of Speech and Right are violated. I edited United States of America showing that it was formed under Christian founders. I believe Wikipedia is not being fair to me, i can not edit or show my point of view, only the others.
 JonasanRat7",0
"Keep the article 

Seems to me that reasons for whitch this article has been kept from 2005 are still valid tooday. Also it seems to me that there is new form of vandalisam in progress, nominate for deletion and if no one responds in 5 days article is deleted.",0
"Maoririder
He's definately not a mentor, he's supposed to be a mentee, but has fallen through the cracks it seems. I'll get to Redwolf24 right now about it. He's the head of the Mentorship Committee, and i'll be one of his mentors if you'd like.",0
why are you not following me around the snadbox reverting my meaningless edits to a meaningless page???????,0
"The most stupid administration vandals ever, not unblocking to punish, like teachers with childs of 5 years old. This is to avoid vandalizations? not this is incomptence to resolve problems of abuse as being admin. Bye, bye Thanks for not waste my time here in wikipedia, a wikipedia owned by admins with lack of life, so they want to exercise his authority virtually",1
